rank	frequency	lemma	printed	part_of_speech	cell	gloss	semantic_candidate_id	attestation_candidate_id	passage	context	decision	review_reason
869	7	изженетъ	и҆зжене́тъ	unknown	untyped	изгнаны (в форме \&quot;они будут изгнаны\&quot;)	synodal:candidate:ecda92b9fc333febc787401a	synodal:candidate:95dfb9f653b605aad46b345e	Deut.7.1	И҆ бꙋ́детъ є҆гда̀ введе́тъ тѧ̀ гдⷭ҇ь бг҃ъ тво́й въ зе́млю, въ ню́же вхо́диши та́мѡ наслѣ́дити ю҆̀, и҆ и҆зжене́тъ ꙗ҆зы́ки вели̑кїѧ и҆ мнѡ́гїѧ ѿ лица̀ твоегѡ̀, хетте́а и҆ гергесе́а, и҆ а҆морре́а и҆ ханане́а, и҆ ферезе́а и҆ є҆ѵе́а и҆ і҆евꙋсе́а, се́дмь ꙗ҆зы́кѡвъ вели́кихъ и҆ мно́гихъ, и҆ крѣпча́е ва́съ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
870	7	искꙋсити	и҆скꙋси́ти	unknown	untyped	Испытать, познать, делать пробу	synodal:candidate:5cc68da84138a09d7b1044c7	synodal:candidate:26556e4104fb29a2f7536923	Apoc.3.10	Ꙗ҆́кѡ соблю́лъ є҆сѝ сло́во терпѣ́нїѧ моегѡ̀, и҆ а҆́зъ тѧ̀ соблюдꙋ̀ ѿ годи́ны и҆скꙋше́нїѧ, хотѧ́щїѧ прїитѝ на всю̀ вселе́ннꙋю и҆скꙋси́ти живꙋ́щыѧ на землѝ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
871	7	кланѧтисѧ	кла́нѧтисѧ	unknown	untyped	поклоняться, кланяться	synodal:candidate:7697e20a6b8534b451d4fcde	synodal:candidate:9829579c7da95f5b0daf825d	Dan.14.4	И҆ ца́рь почита́ше є҆го̀ и҆ хожда́ше по всѧ̑ дни̑ кла́нѧтисѧ є҆мꙋ̀: данїи́лъ же кла́нѧшесѧ бг҃ꙋ своемꙋ̀. И҆ речѐ є҆мꙋ̀ ца́рь: почто̀ не покланѧ́ешисѧ ви́лꙋ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
872	7	коварство	кова́рство	unknown	untyped	хитроумие, лукавство	synodal:candidate:7460f073de336f828fc5d58f	synodal:candidate:7079cfd404dc77cdad697b26	Composite.3.14	[При́тч 8:5] Оу҆разꙋмѣ́йте, неѕло́бивїи, кова́рство, ненака́заннїи же, приложи́те се́рдце.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
873	7	козелъ	козе́лъ	unknown	untyped	козел	synodal:candidate:6a55ff2d9b385fe16740ec94	synodal:candidate:c8db3a17fb061d2411f8059e	Dan.8.5	А҆́зъ же бѣ́хъ размышлѧ́ѧ, и҆ сѐ козе́лъ ѿ ко́зъ и҆дѧ́ше ѿ лі́ва на лицѐ всеѧ̀ землѝ и҆ не бѣ̀ прикаса́ѧсѧ землѝ, и҆ козлꙋ̀ томꙋ̀ ро́гъ ви́димь междꙋ̀ ѻ҆чи́ма є҆гѡ̀:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
874	7	краснаѧ	кра̑снаѧ	unknown	untyped	красоты, утехи, земные блага, 2. лучшие места	synodal:candidate:ae967993ef622ef22eb226e9	synodal:candidate:9100ae1f9bb830c257471c25	Job.18.13	Поѧдє́ны же да бꙋ́дꙋтъ плєсны̀ но́гъ є҆гѡ̀, кра̑снаѧ же є҆гѡ̀ да поѧ́стъ сме́рть.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
875	7	мній	мні́й	unknown	untyped	меньший, младший	synodal:candidate:ab66893981b7e5b83ef94ebe	synodal:candidate:12dbdf7fe6a4177b9e03d93a	I_Cor.15.9	А҆́зъ бо є҆́смь мні́й а҆пⷭ҇лѡвъ, и҆́же нѣ́смь досто́инъ нарещи́сѧ а҆пⷭ҇лъ, занѐ гони́хъ цр҃ковь бж҃їю.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
876	7	навалъ	нава́лъ	unknown	untyped	Навал, помогал Давиду	synodal:candidate:024046aa5c47b73377d1d85a	synodal:candidate:914b9f9600c201668f8b24f9	II_Kings.3.34	рꙋ́цѣ твоѝ не свѧ̑заны, но́зѣ твоѝ не во ѡ҆ко́вахъ: не пристꙋпи́лъ є҆сѝ ꙗ҆́коже нава́лъ, пред̾ сынмѝ непра́вды па́лъ є҆сѝ. И҆ собра́шасѧ всѝ лю́дїе пла́катисѧ є҆гѡ̀,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
877	7	нареченный	нарече́нный	unknown	untyped	званный, избранный, именитый	synodal:candidate:b31d3280ac665bccf12c0d5f	synodal:candidate:259dab01be7bde6eefef2fed	Acts.10.42	и҆ повелѣ̀ на́мъ проповѣ́дати лю́демъ и҆ засвидѣ́тельствовати, ꙗ҆́кѡ то́й є҆́сть нарече́нный ѿ бг҃а сꙋдїѧ̀ живы̑мъ и҆ мє́ртвымъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
878	7	настоѧтель	настоѧ́тель	unknown	untyped	настоятель, предстоятель, начальник монастыря	synodal:candidate:2b886406a0d952303b574a77	synodal:candidate:012c8be75f83eccefbb488a6	II_Paral.24.11	И҆ бы́сть є҆гда̀ приноша́хꙋ ковче́жецъ къ настоѧ́телємъ царє́вымъ рꙋка́ми леѵі́тскими, и҆ є҆гда̀ ᲂу҆ви́дѣша, ꙗ҆́кѡ ᲂу҆мно́жисѧ сребро̀, и҆ прихожда́ше пи́сарь царе́въ и҆ настоѧ́тель вели́кагѡ жерца̀, и҆ выбира́хꙋ и҆з̾ ковче́жца, и҆ (па́ки) поставлѧ́хꙋ на мѣ́сто є҆гѡ̀: та́кѡ творѧ́хꙋ ѿ днѐ до днѐ, и҆ собра́ша сребра̀ мно́гѡ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
879	7	плѣнити	плѣни́ти	unknown	untyped	отнять добычу, 2. ограбить, похитить	synodal:candidate:a6f0674604a1b4cab0d30ce9	synodal:candidate:5b5ec38a3ef096f67d501af2	Amos.1.6	Сїѧ̑ гл҃етъ гдⷭ҇ь: за трѝ нечє́стїѧ га́зы и҆ за четы́ри не ѿвращꙋ́сѧ и҆́хъ, за є҆́же плѣни́ти и҆̀мъ плѣне́нїе соломѡ́не, є҆́же заключи́ти во і҆дꙋме́ю:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
880	7	прегрѣшенїе	прегрѣше́нїе	unknown	untyped	грех, промах, падение	synodal:candidate:3755d13b3920c8890b9631da	synodal:candidate:a3dae46c98f8c89245ec8ca9	Gal.6.1	Бра́тїе, а҆́ще и҆ впаде́тъ человѣ́къ въ нѣ́кое прегрѣше́нїе, вы̀ дꙋхо́внїи и҆справлѧ́йте такова́го дꙋ́хомъ кро́тости: блюды́й себѐ, да не и҆ ты̀ и҆скꙋше́нъ бꙋ́деши.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
881	7	преддверїе	преддве́рїе	unknown	untyped	притвор, сени, 2. предшествующий этап	synodal:candidate:67a019d4aaa78c606f157593	synodal:candidate:f69f92f66945d9fec7629b64	Ezek.8.16	И҆ введе́ мѧ во дво́ръ до́мꙋ гдⷭ҇нѧ внꙋ́треннїй, и҆ въ преддве́рїе хра́ма гдⷭ҇нѧ, междꙋ̀ є҆ла́момъ и҆ междꙋ̀ же́ртвенникомъ, ꙗ҆́кѡ два́десѧть и҆ пѧ́ть мꙋже́й, за̑днѧѧ своѧ̑ да́вшихъ ко хра́мꙋ гдⷭ҇ню, и҆ ли́ца и҆́хъ прѧ́мѡ къ восто́кꙋ: и҆ сі́и покланѧ́ютсѧ на восто́къ со́лнцꙋ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
882	7	прещенїе	преще́нїе	unknown	untyped	Угроза, запрет	synodal:candidate:ca9f5ab826d9a4ed6ab6e036	synodal:candidate:b59d92744b389dfc7aeb906f	Eccles.7.6	Бла́го є҆́же слы́шати преще́нїе премꙋ́дра, па́че мꙋ́жа слы́шащагѡ пѣ́снь безꙋ́мныхъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
883	7	проповѣдникъ	проповѣ́дникъ	unknown	untyped	глашатай	synodal:candidate:d083a5919cdddefb2c7e85f2	synodal:candidate:db6b68c52b5e01969948c8ed	Acts.17.18	Нѣ́цыи же ѿ є҆пїкꙋ̑ръ и҆ ѿ стѡ́їкъ фїлосѡ́фъ стѧза́хꙋсѧ съ ни́мъ: и҆ нѣ́цыи глаго́лахꙋ: что̀ ᲂу҆́бѡ хо́щетъ сꙋесло́вивый се́й глаго́лати; И҆ні́и же: чꙋжди́хъ богѡ́въ мни́тсѧ проповѣ́дникъ бы́ти: ꙗ҆́кѡ і҆и҃са и҆ воскрⷭ҇нїе благовѣствова́ше и҆̀мъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
884	7	птичище	пти́чище	unknown	untyped	птичка, птенец	synodal:candidate:ac5e453ce6d153dac7580954	synodal:candidate:6ee2d021f61053bec98d0809	Lev.14.5	и҆ повели́тъ жре́цъ, да зако́лютъ пти́чище є҆ди́но въ сосꙋ́дъ гли́нѧнъ, над̾ водо́ю живо́ю,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
885	7	пїѧнство	пїѧ́нство	unknown	untyped	опьянение	synodal:candidate:b276cb2bc3116036c309be44	synodal:candidate:1f59845f79cea2623fa5b779	Hagg.1.6	Сѣ́ѧсте мно́гѡ, и҆ взѧ́сте ма́лѡ: ꙗ҆до́сте, и҆ не въ сы́тость: пи́сте, и҆ не въ пїѧ́нство: ѡ҆блеко́стесѧ, и҆ не согрѣ́стесѧ въ ни́хъ: и҆ собира́ѧй мзды̑ собра̀ во влага́лище дира́во.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
886	7	пѣнѧзь	пѣ̑нѧзь	unknown	untyped	Монета, равная динарию	synodal:candidate:a73f2f7580cae28f2fdc3d5f	synodal:candidate:b0eba1a3e0dfad6fcc452e0a	Jn.12.5	чесѡ̀ ра́ди мѵ́ро сїѐ не про́дано бы́сть на трїе́хъ стѣ́хъ пѣ̑нѧзь и҆ дано̀ ни́щымъ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
887	7	раавъ	раа́въ	unknown	untyped	Раав, жительница Иерихона	synodal:candidate:411c37dda618698893c56a28	synodal:candidate:02c113d60027bc076390e6b4	Heb.11.31	Вѣ́рою раа́въ блꙋдни́ца не поги́бе съ сопроти́вльшимисѧ, прїи́мши схо́дники съ ми́ромъ (и҆ и҆ны́мъ пꙋте́мъ и҆зве́дши).	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
888	7	растлѣнїе	растлѣ́нїе	unknown	untyped	повреждение, тление, погибель	synodal:candidate:c7e13bf4a8ca493b1ff0ea54	synodal:candidate:7cccf072efbdf30872c2c583	III_Esdra.6.28	процвѣте́тъ же вѣ́ра, и҆ побѣди́тсѧ растлѣ́нїе, и҆ ꙗ҆ви́тсѧ и҆́стина, ꙗ҆́же без̾ плода̀ бѧ́ше дни̑ толи̑ки.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
889	7	само	са́мо	unknown	untyped	очень	synodal:candidate:82bdc490f0d09b3cf9ba8156	synodal:candidate:2014fe2629aedf8f61f2b696	III_Macc.1.13	Нѣ́кто же неразсꙋди́телиѡ речѐ: ѕлѣ̀ са́мо сїѐ чꙋ́до смы́слисѧ. Бы́вшꙋ же, речѐ, семꙋ̀, ко́еѧ ра́ди вины̀ не всѧ́кѡ вни́ти мѝ подоба́етъ, и҆ хотѧ́щымъ и҆̀мъ, и҆лѝ нѝ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
890	7	седрахъ	седра́хъ	unknown	untyped	имя св. Анании при дворе Навуходоносора	synodal:candidate:46d2f38cdc84cf5bca1e6f95	synodal:candidate:c301c5a1f9a8bbbfad1c0ba0	Dan.1.7	И҆ возложѝ и҆̀мъ и҆мена̀ старѣ́йшина є҆ѵнꙋ́хѡвъ: данїи́лꙋ валтаса́ръ, и҆ а҆на́нїи седра́хъ, и҆ мїсаи́лꙋ мїса́хъ, а҆за́рїи же а҆вденагѡ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
891	7	серна	се́рна	unknown	untyped	серна, дикая коза	synodal:candidate:50ff62e8dcf31a00b55e5a75	synodal:candidate:2bf9e834fd428c1ffef795dc	Acts.9.36	Во і҆ѻппі́и же бѣ̀ нѣ́каѧ ᲂу҆чн҃ца, и҆́менемъ таві́ѳа, ꙗ҆́же сказа́ема глаго́летсѧ се́рна: сїѧ̀ бѧ́ше и҆спо́лнена бл҃ги́хъ дѣ́лъ и҆ ми́лостынь, ꙗ҆̀же творѧ́ше.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
